timestamp,open,high,low,close,volume,vwap,transactions,greed_index,sentiment,news_count,price_change,high_low_range,macd_line,macd_signal,macd_histogram,rsi,roc,atr,ema_9,ema_21,ema_50,ema_200,adx,obv,bollinger_percB,returns_1,returns_3,returns_5,std_5,std_10,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,candle_body_ratio,wick_dominance,news_volume_z,d_sentiment,gap_vs_prev,volume_zscore,atr_zscore,rsi_zscore,month,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,days_since_high,days_since_low
2020-07-27 12:00:00+00:00,90.6,91.81,90.6,91.21,40218,91.31264,442,58.0,-0.5122072510421276,1,0.6099999999999994,1.210000000000008,0.0,0.0,0.0,50.0,0.0,1.210000000000008,91.21,91.21,91.21,91.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.21,91.21,91.21,91.21,91.21,0.5041322314049549,0.4958677685950451,0.0,0.0,-0.6099999999999994,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0
2020-07-27 16:00:00+00:00,91.19,91.43,90.66,90.73,38546,90.944103,400,58.0,-0.5122072510421276,1,-0.4599999999999937,0.7700000000000102,-0.038290598290601,-0.0076581196581201,-0.0306324786324807,0.0,0.0,1.1513333333333415,91.114,91.16636363636364,91.19117647058825,91.20522388059702,0.0,-38546.0,0.3232233047033621,-0.0052625808573619,0.0,0.0,0.0,0.0,91.21,91.21,91.21,91.21,91.21,-0.5974025974025814,0.3116883116883193,0.0,0.0,-0.019999999999996,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,0.0
2020-07-28 12:00:00+00:00,90.93,90.93,89.96,90.33,56464,90.375071,666,76.0,-0.5122072510421276,0,-0.6000000000000085,0.9700000000000132,-0.0997628266004397,-0.0260790610465841,-0.0736837655538556,0.0,0.0,1.1271555555555643,90.9572,91.09033057851238,91.15740484429068,91.1965151852677,100.0,-95010.0,0.2579089869324775,-0.004408685109666,0.0,0.0,0.0,0.0,90.73,91.21,91.21,91.21,91.21,-0.6185567010309283,0.3814432989690717,0.0,0.0,0.2000000000000028,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,2.0,1.0
2020-07-28 16:00:00+00:00,90.32,90.58,89.76,89.84,78322,90.192595,827,76.0,-0.5122072510421276,0,-0.4799999999999897,0.8199999999999932,-0.1858762496169674,-0.0580384987606607,-0.1278377508563066,0.0,0.0,1.0862014814814882,90.73376000000002,90.97666416228398,91.10574190922046,91.18301752173272,100.0,-173332.0,0.2050162094583904,-0.0054245544116018,-0.0150202828637209,0.0,0.0,0.0,90.33,90.73,91.21,91.21,91.21,-0.585365853658529,0.3170731707317162,0.0,0.0,-0.0100000000000051,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3.0,2.0
2020-07-29 12:00:00+00:00,90.07,91.04,89.96,90.48,52434,90.675409,486,71.0,0.3243792587891221,1,0.4100000000000108,1.0800000000000125,-0.200171652269617,-0.086465129462452,-0.113706522807165,9.38374302428238,0.0,1.1013746172839567,90.68300800000002,90.93151287480362,91.08120301081964,91.1760223225115,77.45098039215647,-120898.0,0.481189778301422,0.0071237756010684,-0.0027554281935412,0.0,0.5050445524901703,0.0,89.84,90.33,90.73,91.21,91.21,0.3796296296296352,0.5185185185185146,0.0,0.0,0.2299999999999897,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,4.0,3.0
2020-07-29 16:00:00+00:00,90.5,90.55,89.88,90.47,101838,90.313663,1175,71.0,0.3243792587891221,1,-0.0300000000000011,0.6700000000000017,-0.2098883164302947,-0.1111497668560206,-0.0987385495742741,9.368949497804875,0.0,1.043858001646096,90.64040640000002,90.88955715891235,91.05723426529732,91.16899722477508,67.11601307189483,-222736.0,0.4778834661783563,-0.0001105216622458,0.001549872689029,-0.0081131454884332,0.3294692701907094,0.0,90.48,89.84,90.33,91.21,91.21,-0.0447761194029866,0.880597014925376,0.0,0.0,0.019999999999996,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,5.0,4.0
2020-07-30 12:00:00+00:00,89.97,90.51,89.45,90.22,38962,90.00238,404,76.0,0.3243792587891221,0,0.25,1.0600000000000025,-0.2350522177934522,-0.1359302570435069,-0.0991219607499452,8.987481332395475,0.0,1.0460102680932837,90.55632512,90.82868832628397,91.02440154901112,91.1595544663196,63.85323826500227,-261698.0,0.3544871062827403,-0.002763346965845,0.0042297417631345,-0.0056210735148242,0.262240347772799,0.0,90.47,90.48,89.84,90.73,91.21,0.2358490566037731,0.4905660377358442,0.0,0.0,-0.5,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,6.0,5.0
2020-07-30 16:00:00+00:00,90.3,90.72,90.05,90.34,83962,90.367784,591,76.0,0.3243792587891221,0,0.0400000000000062,0.6700000000000017,-0.242516217803967,-0.1572474491955989,-0.085268768608368,10.863549690397733,0.0,0.995875565680846,90.513060096,90.7842621148036,90.99756227257932,91.15139969551043,59.14051906698896,-177736.0,0.4293316852453724,0.0013300820217247,-0.0015473032714412,0.0001107051920734,0.2628687885618961,0.0,90.22,90.47,90.48,90.33,91.21,0.0597014925373226,0.5671641791044694,0.0,0.0,0.0799999999999983,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,7.0,6.0
2020-07-31 12:00:00+00:00,90.32,90.54,89.88,90.32,50360,90.178957,392,75.0,0.3243792587891221,0,0.0,0.6600000000000108,-0.2471958050737157,-0.1752371203712223,-0.0719586847024934,10.823504638016402,0.0,0.9510921569234014,90.4744480768,90.74205646800328,90.97099120306642,91.14312706172429,56.46965126376824,-228096.0,0.4214589825601218,-0.0002213858755812,-0.0016580081795071,0.0053428317008012,0.1094531863400997,0.0,90.34,90.22,90.47,89.84,91.21,0.0,0.6666666666666523,0.0,0.0,-0.0200000000000102,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,8.0,7.0
2020-07-31 16:00:00+00:00,90.25,91.13,89.92,91.13,75429,90.429261,756,75.0,0.3243792587891221,0,0.8799999999999955,1.2099999999999935,-0.1834297175491599,-0.1768756398068098,-0.00655407774235,23.174996245931496,0.0,0.9856132026669472,90.60555846144,90.77732406182116,90.97722684216184,91.1429964441947,50.81939556002254,-152667.0,0.8746268899375352,0.0089681133746679,0.0100864553314121,0.007183908045977,0.36541756936414,0.4157469850228044,90.32,90.34,90.22,90.48,91.21,0.7272727272727273,0.2727272727272727,0.0,0.0,-0.0699999999999931,0.6281899209682684,-1.0426915540519746,0.7275219844312408,7,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,9.0,8.0
